,0
0,24.82235173117505
1,22.164333340376427
2,7.079819595698083
3,3.5388701116051897
4,6.472387238700511
5,2.532160626990403
6,5.928573443798009
7,5.41987318896454
8,4.456976164848987
9,6.651356789468901
10,4.54906926188972
11,19.461812051840624
12,32.9084655303871
13,26.99031848209814
14,12.38960224329459
15,9.727351802168597
16,18.511143208471402
17,19.542518449889773
18,21.669458452095483
19,20.057956333492875
20,13.790412338472958
21,6.116541652299176
22,3.6357864891976948
23,12.171266413098765
24,17.917054507212278
25,21.189546201049335
26,14.703549242334304
27,11.530991877303714
28,17.339920527925898
29,20.852206890843096
30,20.838628180152945
31,18.045640234582585
32,19.414797175891714
33,15.215204657412805
34,11.297570409150909
35,8.568023932027245
36,15.013886581504433
37,17.090287488409984
38,12.55538230870352
39,7.669322479667319
40,3.3171896153090152
41,9.347956406589917
42,20.922231636647123
43,22.312212464664437
44,16.13024950053525
45,6.6789684643800165
46,9.998804022486475
47,20.500308030634297
48,18.949954134716457
49,13.163780537400827
50,4.041971033362778
51,9.07365447600411
52,20.82359859000537
53,25.28804572830548
54,33.16322776173588
55,32.998023345109054
56,37.66629674364347
57,31.504174259259063
58,30.48442385374113
59,42.482900834484155
60,34.888294101919705
61,33.887266272880055
62,30.55435797246025
63,23.873108204627567
64,22.914240081139692
65,26.759135785324606
66,34.31395393715186
67,25.02943197378102
68,16.598650985901013
69,22.98937321813598
70,18.79246380137256
71,-2.4454106376592732
72,0.14956289868326555
73,8.125070459092656
74,1.4729413604007182
75,1.3815128176332596
76,1.0216652697063058
77,0.6987125147308731
78,1.2361408206426479
79,1.7913730093298965
80,1.4069860584452751
81,1.639754650649079
82,2.839423412424886
83,11.179092024683426
84,19.01684705128974
85,15.520503587824725
86,15.509641625497506
87,18.08026038693749
88,17.814511227692577
89,17.814511227692577
90,17.814511227692577
91,17.814511227692577
92,15.348202627903804
93,15.871175042461598
94,16.344082310926634
95,17.204193613426888
96,17.509426138138735
97,19.37828065496838
98,26.554454208854477
99,26.29513753917054
100,21.715670040050632
101,18.757483215523777
102,13.107215213586823
103,6.483448895452493
104,9.655297131178871
105,15.129278893898347
106,13.22602792247404
107,14.197421896278652
108,21.71054935374962
109,30.573601783676295
110,30.97134852905606
111,32.31293268833938
112,27.163920870058526
113,16.758386407042345
114,10.470925649028898
115,9.25867318000798
116,9.395531904642908
117,2.572364031270178
118,0.5769287445255487
119,2.5092932500186
120,2.621752493287083
121,4.926987488477868
122,8.883828437223897
123,10.401247758984685
124,4.247439186082788
125,4.489702483304612
126,8.278255210612556
127,13.409983676130594
128,13.37147144796401
129,17.581377296305334
130,19.831231019006864
131,15.755780954410932
132,23.240734225243358
133,26.2133864352575
134,24.861865612471636
135,16.66275329388856
136,15.195754755154299
137,13.026205273720958
138,7.820483070794758
139,7.539583343382268
140,9.079820579985936
141,9.339549229258978
142,18.173105699478334
143,21.187503860707654
144,13.341430998019254
145,3.9726546623269066
146,0.6550000931872034
147,6.856266668211092
148,6.351171338958749
149,11.909904663197413
150,19.225309128710457
151,23.417029100037606
152,28.545277654460058
153,30.388516802131342
154,31.917138132391237
155,37.0525244427277
156,34.59112345303334
157,36.48232897024548
158,26.144581197751595
159,29.092009756911068
160,38.30344315464454
161,30.905893224779913
162,29.639720717353185
163,24.049938792912325
164,25.264986908510444
165,16.70413439289708
166,9.062936624386724
167,13.479999104461298
168,13.527913719485266
169,13.489139338241216
170,13.388320930337581
171,18.404945549834366
172,22.103596953518114
173,22.743444770722856
174,20.437822862434647
175,14.8053700928344
176,0.7942693768977024
177,2.415639988244158
178,11.363369578624075
179,12.302213137905175
180,13.451451015995534
181,24.75945606026255
182,35.49238931491016
183,30.02159434428179
184,26.457509322718046
185,19.770863821961395
186,10.418817651375171
187,6.890046185609351
188,7.003236366849765
189,14.64790876390578
190,21.034152314891074
191,19.47807161386919
192,11.544261339169505
193,7.453814384936297
194,6.957709600776099
195,10.056753264863286
196,8.638557052530127
197,13.165859902567693
198,26.37392866860926
199,27.960332346920296
200,22.184872795659278
201,26.917095621939907
202,42.327180818860114
203,41.088362871873365
204,32.94391801176361
205,26.30542435467092
206,29.721549744802143
207,29.337167367313683
208,31.373796192660784
209,33.867394920123644
210,32.29105274458224
211,21.93637410960396
212,16.150311098318625
213,21.855146790711196
214,40.0061725697618
215,51.880923654890466
216,45.82845341552331
217,30.707394373424776
218,14.064403956362899
219,15.119431714708872
220,14.946068362353756
221,14.949700166094118
222,20.784528245786042
223,18.32800447835258
224,19.42002498697153
225,22.10133307078614
226,29.726531997234748
227,24.534103655347405
228,28.387311488969637
229,35.470415145542965
230,34.30707097506733
231,21.603165291344293
232,9.746427300547047
233,11.143493949486544
234,15.75149725389814
235,19.673244720921698
236,17.608568594468096
237,8.914852241578238
238,3.4528211368648214
239,5.43037441355172
240,3.2971080601387737
241,2.8100620053737937
242,0.7942043421271354
243,0.6796420107184074
244,2.5680483745423537
245,2.60355855393207
246,6.645427093491065
247,7.952750956513019
248,5.982673938854293
249,6.106762793885622
250,8.254922005898669
251,13.640042183096813
252,16.206955420210175
253,15.216172118169593
254,9.454660698794857
255,16.708852096446197
256,28.62253045068672
257,27.13228830844948
258,14.151421254576976
259,3.0278846900488827
260,9.806932660147492
261,16.854372283725098
262,11.455582317507595
263,7.912677513504516
264,2.45867879595545
265,3.9207886429479575
266,5.379351742587621
267,1.4812774896792567
268,5.44883268187728
269,5.486195687867263
270,5.221484604744301
271,2.223876093026702
272,4.00312678274185
273,16.479392258727714
274,29.472161082770878
275,38.14558481788232
276,44.48383217840139
277,45.31294480521633
278,47.70754821273117
279,40.6346947101512
280,30.34608644876553
281,34.30715480466916
282,37.21375391114288
