id,value
id_0,26.01102543840694
id_1,65.18900320882723
id_2,17.340695662567928
id_3,28.90825525539998
id_4,8.71509813574617
id_5,33.46585804112243
id_6,41.95887158134309
id_7,18.19000633409195
id_8,51.2110775195217
id_9,32.41902028905904
id_10,39.56367817499012
id_11,58.77811314711304
id_12,35.456316705175915
id_13,40.71091227638571
id_14,25.498005897306133
id_15,14.56244532333665
id_16,50.980714232125734
id_17,23.47418631536436
id_18,16.36966379620882
id_19,16.701756522245187
id_20,14.64032711753869
id_21,30.763435517501925
id_22,39.78850291756054
id_23,13.3642873277953
id_24,62.15693453866409
id_25,46.885857286418656
id_26,30.058511082238596
id_27,6.4982419853570885
id_28,29.638458555996774
id_29,37.61056026085581
id_30,17.98093673336188
id_31,11.648603490748087
id_32,17.14838022895397
id_33,10.333719088500438
id_34,15.743038933556354
id_35,41.13637285287037
id_36,20.379308234374957
id_37,26.643838093952922
id_38,5.808148351663179
id_39,60.72932734077912
id_40,48.33012633239751
id_41,23.79172590476449
id_42,53.00425524524449
id_43,19.357889227596726
id_44,45.777671453434685
id_45,47.73007581349372
id_46,56.43348786681934
id_47,42.233680519761776
id_48,57.78554626673788
id_49,40.465882861676505
id_50,30.31651507456906
id_51,22.19366202293168
id_52,40.21898299648036
id_53,22.954370901460734
id_54,37.28948893338355
id_55,38.74843781523075
id_56,25.761383053734015
id_57,22.493183056423213
id_58,35.356227018350005
id_59,30.58294058274701
id_60,13.098962452486242
id_61,20.03824701591966
id_62,30.85552907646241
id_63,55.03690932482311
id_64,51.47470719993284
id_65,28.20481134954248
id_66,37.84189952103526
id_67,52.88038734744326
id_68,31.01617574288534
id_69,39.7222067701724
id_70,64.9571740059487
id_71,54.91732441810535
id_72,41.72501334092452
id_73,14.80715814156869
id_74,14.869529619982538
id_75,36.35126469728455
id_76,64.09497407499721
id_77,2.9663430500561407
id_78,39.69904978818577
id_79,40.57689925759343
id_80,8.758015610121744
id_81,22.634060181991362
id_82,7.723241961290325
id_83,31.217026981753737
id_84,10.74351215793372
id_85,6.600158854618186
id_86,16.663340637808655
id_87,9.830141551659969
id_88,21.12336416271188
id_89,25.129648857253844
id_90,34.162524401188996
id_91,12.149314133946481
id_92,13.761597497451437
id_93,10.803546055297272
id_94,36.29657016273304
id_95,17.215832219308137
id_96,16.386584858138228
id_97,10.627741968024958
id_98,11.293063588626453
id_99,6.588876378252483
id_100,11.791485617218603
id_101,17.337544286666613
id_102,12.280045969037282
id_103,7.961963949071892
id_104,12.870194194939655
id_105,36.14894104076557
id_106,25.40911592309044
id_107,9.328644425126134
id_108,16.331768994014386
id_109,15.263411973371424
id_110,12.213194836827274
id_111,15.024848645031705
id_112,16.55639444467631
id_113,25.65175893397247
id_114,16.7629948747694
id_115,17.259972001117745
id_116,5.4915575196173405
id_117,43.208977307284435
id_118,25.92425729554839
id_119,2.305335816640821
id_120,2.4878119680124398
id_121,10.651795836431768
id_122,11.942138158914922
id_123,12.089578943380385
id_124,7.995392029653251
id_125,24.994963753760594
id_126,21.008733516106417
id_127,8.056447116637269
id_128,18.641998816290975
id_129,9.880095027452077
id_130,0.3934935590036557
id_131,34.400705739143135
id_132,14.308395749449684
id_133,16.74909676275553
id_134,25.095544251766093
id_135,23.405511551234586
id_136,10.03366329449186
id_137,22.495360683417417
id_138,81.96009449456977
id_139,58.84720210158771
id_140,27.632151904089003
id_141,16.53660644021342
id_142,24.87970466624009
id_143,7.212335085290334
id_144,12.437960021841423
id_145,11.338562368243672
id_146,19.166326209958772
id_147,7.158428076268365
id_148,11.300125129839195
id_149,15.352400287786686
id_150,46.317418457444596
id_151,19.44162261340362
id_152,22.63620663208949
id_153,13.93130065761496
id_154,14.536734653901142
id_155,23.123599925082978
id_156,21.036623808506178
id_157,37.544096429400696
id_158,4.323519243510571
id_159,22.1714333856516
id_160,40.38895775194779
id_161,19.339235704543142
id_162,65.31550792418678
id_163,16.216829447388008
id_164,34.675238785920584
id_165,23.639958271519962
id_166,21.484537247579233
id_167,1.2753068552118023
id_168,69.79478034223364
id_169,15.119443658770443
id_170,15.285521076162283
id_171,71.91319270220727
id_172,19.576040785657693
id_173,2.437974714927481
id_174,23.842652789377453
id_175,0.3837185049132435
id_176,8.884482351474654
id_177,18.6562085889678
id_178,19.296368925613063
id_179,25.80403645774103
id_180,43.89189736107712
id_181,32.42047539798131
id_182,28.470041323066884
id_183,13.50974308011976
id_184,6.294932748784262
id_185,42.486297158365396
id_186,36.27477357745623
id_187,36.18689735847362
id_188,17.65575327392467
id_189,23.757708274653098
id_190,15.684021460223668
id_191,15.353894174470556
id_192,31.55020149733835
id_193,68.68443594959197
id_194,27.677209341134898
id_195,11.124007141169656
id_196,63.681604879717796
id_197,16.996408954295088
id_198,21.14911122085404
id_199,20.46130911064104
id_200,141.08636494645725
id_201,24.394058047570045
id_202,60.16423078766217
id_203,8.909772220107495
id_204,60.03949797529589
id_205,36.79777292279668
id_206,15.707483146894546
id_207,15.51130301270657
id_208,62.9819738991307
id_209,14.827163319302835
id_210,40.34003822655499
id_211,71.63291630681981
id_212,19.211526549302675
id_213,104.06708954329642
id_214,42.24523330515816
id_215,74.67342833067613
id_216,96.34425369215388
id_217,75.24762546359014
id_218,28.20630411272832
id_219,20.604553112282115
id_220,31.467756203837602
id_221,53.226332024801884
id_222,27.859971093023404
id_223,38.90546949247692
id_224,43.749036551905895
id_225,9.87145682137515
id_226,4.477908611243213
id_227,82.1938054017403
id_228,30.846546934004618
id_229,-0.7657001291251231
id_230,40.223646314387295
id_231,16.571128547138514
id_232,21.46185858892171
id_233,7.750473687675473
id_234,16.264398189614386
id_235,26.995371625704173
id_236,13.56660319762239
id_237,5.698229032962017
id_238,22.839413556215586
id_239,11.9402054845373
